"No.","Time","Source","Destination","Protocol","Length","Info"
"35768","51.242664","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"35770","51.245677","192.207.0.2","192.168.0.69","UDP","146","7329  >  63834 Len=104"
"35791","51.277262","192.207.0.2","192.168.0.69","UDP","315","7329  >  63834 Len=273"
"35810","51.307548","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"35834","51.343668","192.207.0.2","192.168.0.69","UDP","174","7329  >  63834 Len=132"
"35838","51.351836","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"35857","51.377538","192.207.0.2","192.168.0.69","UDP","223","7329  >  63834 Len=181"
"35874","51.407685","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"35890","51.426282","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"35899","51.437823","192.207.0.2","192.168.0.69","UDP","87","7329  >  63834 Len=45"
"35903","51.440697","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"35910","51.451007","192.207.0.2","192.168.0.69","UDP","245","7329  >  63834 Len=203"
"35932","51.478189","192.207.0.2","192.168.0.69","UDP","263","7329  >  63834 Len=221"
"35956","51.510422","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"35957","51.511481","192.207.0.2","192.168.0.69","UDP","181","7329  >  63834 Len=139"
"35982","51.544244","192.207.0.2","192.168.0.69","UDP","195","7329  >  63834 Len=153"
"35985","51.545425","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"36006","51.576622","192.207.0.2","192.168.0.69","UDP","613","7329  >  63834 Len=571"
"36032","51.610037","192.207.0.2","192.168.0.69","UDP","84","7329  >  63834 Len=42"
"36056","51.643556","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"36059","51.644934","192.207.0.2","192.168.0.69","UDP","128","7329  >  63834 Len=86"
"36083","51.677276","192.207.0.2","192.168.0.69","UDP","193","7329  >  63834 Len=151"
"36103","51.706794","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"36111","51.717499","192.207.0.2","192.168.0.69","UDP","283","7329  >  63834 Len=241"
"36125","51.735580","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"36128","51.744000","192.207.0.2","192.168.0.69","UDP","82","7329  >  63834 Len=40"
"36160","51.777798","192.207.0.2","192.168.0.69","UDP","340","7329  >  63834 Len=298"
"36180","51.807684","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"36182","51.810694","192.207.0.2","192.168.0.69","UDP","84","7329  >  63834 Len=42"
"36205","51.842540","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"36210","51.847132","192.207.0.2","192.168.0.69","UDP","213","7329  >  63834 Len=171"
"36236","51.878716","192.207.0.2","192.168.0.69","UDP","210","7329  >  63834 Len=168"
"36239","51.879762","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"36253","51.903598","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"36262","51.911492","192.207.0.2","192.168.0.69","UDP","288","7329  >  63834 Len=246"
"36288","51.941389","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"36291","51.945488","192.207.0.2","192.168.0.69","UDP","198","7329  >  63834 Len=156"
"36319","51.987109","192.207.0.2","192.168.0.69","UDP","523","7329  >  63834 Len=481"
"36336","52.010174","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"36337","52.012269","192.207.0.2","192.168.0.69","UDP","158","7329  >  63834 Len=116"
"36358","52.039538","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"36364","52.045824","192.207.0.2","192.168.0.69","UDP","177","7329  >  63834 Len=135"
"36386","52.078318","192.207.0.2","192.168.0.69","UDP","261","7329  >  63834 Len=219"
"36408","52.111748","192.207.0.2","192.168.0.69","UDP","141","7329  >  63834 Len=99"
"36433","52.145041","192.207.0.2","192.168.0.69","UDP","84","7329  >  63834 Len=42"
"36436","52.147519","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"36462","52.177564","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"36463","52.178325","192.207.0.2","192.168.0.69","UDP","252","7329  >  63834 Len=210"
"36484","52.211626","192.207.0.2","192.168.0.69","UDP","286","7329  >  63834 Len=244"
"36509","52.240425","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"36518","52.251866","192.207.0.2","192.168.0.69","UDP","235","7329  >  63834 Len=193"
"36537","52.277671","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"36538","52.281208","192.207.0.2","192.168.0.69","UDP","266","7329  >  63834 Len=224"
"36566","52.313185","192.207.0.2","192.168.0.69","UDP","165","7329  >  63834 Len=123"
"36584","52.340707","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"36590","52.345947","192.207.0.2","192.168.0.69","UDP","559","7329  >  63834 Len=517"
"36611","52.372387","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"36615","52.378481","192.207.0.2","192.168.0.69","UDP","151","7329  >  63834 Len=109"
"36639","52.412164","192.207.0.2","192.168.0.69","UDP","238","7329  >  63834 Len=196"
"36663","52.445689","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"36664","52.446218","192.207.0.2","192.168.0.69","UDP","204","7329  >  63834 Len=162"
"36685","52.478330","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"36686","52.478981","192.207.0.2","192.168.0.69","UDP","98","7329  >  63834 Len=56"
"36708","52.509656","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"36716","52.518467","192.207.0.2","192.168.0.69","UDP","292","7329  >  63834 Len=250"
"36733","52.542549","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"36737","52.547291","192.207.0.2","192.168.0.69","UDP","83","7329  >  63834 Len=41"
"36761","52.578602","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"36763","52.579242","192.207.0.2","192.168.0.69","UDP","129","7329  >  63834 Len=87"
"36786","52.612940","192.207.0.2","192.168.0.69","UDP","329","7329  >  63834 Len=287"
"36790","52.613507","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"36810","52.643339","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"36813","52.645822","192.207.0.2","192.168.0.69","UDP","180","7329  >  63834 Len=138"
"36839","52.678324","192.207.0.2","192.168.0.69","UDP","245","7329  >  63834 Len=203"
"36843","52.679384","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"36867","52.711874","192.207.0.2","192.168.0.69","UDP","135","7329  >  63834 Len=93"
"36870","52.713746","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"36885","52.741367","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"36893","52.745952","192.207.0.2","192.168.0.69","UDP","133","7329  >  63834 Len=91"
"36918","52.782661","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"36924","52.788038","192.207.0.2","192.168.0.69","UDP","554","7329  >  63834 Len=512"
"36941","52.811652","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"36942","52.812277","192.207.0.2","192.168.0.69","UDP","299","7329  >  63834 Len=257"
"36962","52.839153","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"36968","52.847530","192.207.0.2","192.168.0.69","UDP","197","7329  >  63834 Len=155"
"36981","52.874676","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"36982","52.880058","192.207.0.2","192.168.0.69","UDP","158","7329  >  63834 Len=116"
"36994","52.906118","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"36999","52.914671","192.207.0.2","192.168.0.69","UDP","152","7329  >  63834 Len=110"
"37011","52.946764","192.207.0.2","192.168.0.69","UDP","84","7329  >  63834 Len=42"
"37013","52.953187","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"37022","52.972853","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"37024","52.980463","192.207.0.2","192.168.0.69","UDP","258","7329  >  63834 Len=216"
"37037","53.012841","192.207.0.2","192.168.0.69","UDP","83","7329  >  63834 Len=41"
"37053","53.045173","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"37056","53.055726","192.207.0.2","192.168.0.69","UDP","396","7329  >  63834 Len=354"
"37068","53.079852","192.207.0.2","192.168.0.69","UDP","202","7329  >  63834 Len=160"
"37085","53.114405","192.207.0.2","192.168.0.69","UDP","263","7329  >  63834 Len=221"
"37100","53.146912","192.207.0.2","192.168.0.69","UDP","123","7329  >  63834 Len=81"
"37101","53.146912","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"37116","53.172303","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"37118","53.182015","192.207.0.2","192.168.0.69","UDP","289","7329  >  63834 Len=247"
"37139","53.213888","192.207.0.2","192.168.0.69","UDP","84","7329  >  63834 Len=42"
"37142","53.220430","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"37153","53.242558","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"37158","53.247145","192.207.0.2","192.168.0.69","UDP","380","7329  >  63834 Len=338"
"37175","53.280312","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"37176","53.280312","192.207.0.2","192.168.0.69","UDP","255","7329  >  63834 Len=213"
"37196","53.311631","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"37203","53.319627","192.207.0.2","192.168.0.69","UDP","287","7329  >  63834 Len=245"
"37221","53.342577","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"37224","53.348737","192.207.0.2","192.168.0.69","UDP","91","7329  >  63834 Len=49"
"37249","53.379926","192.207.0.2","192.168.0.69","UDP","193","7329  >  63834 Len=151"
"37275","53.413451","192.207.0.2","192.168.0.69","UDP","129","7329  >  63834 Len=87"
"37277","53.414651","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"37295","53.441642","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"37300","53.449116","192.207.0.2","192.168.0.69","UDP","167","7329  >  63834 Len=125"
"37314","53.480325","192.207.0.2","192.168.0.69","UDP","308","7329  >  63834 Len=266"
"37326","53.510582","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"37329","53.514416","192.207.0.2","192.168.0.69","UDP","141","7329  >  63834 Len=99"
"37342","53.540622","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"37344","53.548460","192.207.0.2","192.168.0.69","UDP","151","7329  >  63834 Len=109"
"37358","53.587648","192.207.0.2","192.168.0.69","UDP","318","7329  >  63834 Len=276"
"37360","53.591594","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"37370","53.608641","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"37371","53.608641","192.207.0.2","192.168.0.69","UDP","87","7329  >  63834 Len=45"
"37374","53.614812","192.207.0.2","192.168.0.69","UDP","128","7329  >  63834 Len=86"
"37388","53.642604","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"37390","53.647674","192.207.0.2","192.168.0.69","UDP","187","7329  >  63834 Len=145"
"37402","53.677469","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"37403","53.680971","192.207.0.2","192.168.0.69","UDP","339","7329  >  63834 Len=297"
"37417","53.708631","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"37419","53.713994","192.207.0.2","192.168.0.69","UDP","127","7329  >  63834 Len=85"
"37436","53.747155","192.207.0.2","192.168.0.69","UDP","115","7329  >  63834 Len=73"
"37440","53.754411","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"37451","53.779666","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"37452","53.781102","192.207.0.2","192.168.0.69","UDP","201","7329  >  63834 Len=159"
"37468","53.810203","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"37470","53.813984","192.207.0.2","192.168.0.69","UDP","168","7329  >  63834 Len=126"
"37486","53.842064","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"37492","53.855141","192.207.0.2","192.168.0.69","UDP","267","7329  >  63834 Len=225"
"37508","53.875191","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"37509","53.881110","192.207.0.2","192.168.0.69","UDP","176","7329  >  63834 Len=134"
"37524","53.909683","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"37529","53.914390","192.207.0.2","192.168.0.69","UDP","189","7329  >  63834 Len=147"
"37545","53.940746","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"37549","53.948201","192.207.0.2","192.168.0.69","UDP","110","7329  >  63834 Len=68"
"37567","53.978091","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"37571","53.981222","192.207.0.2","192.168.0.69","UDP","276","7329  >  63834 Len=234"
"37592","54.015068","192.207.0.2","192.168.0.69","UDP","84","7329  >  63834 Len=42"
"37602","54.026962","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"37609","54.043220","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"37615","54.049514","192.207.0.2","192.168.0.69","UDP","214","7329  >  63834 Len=172"
"37639","54.083325","192.207.0.2","192.168.0.69","UDP","402","7329  >  63834 Len=360"
"37657","54.108873","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"37666","54.121335","192.207.0.2","192.168.0.69","UDP","360","7329  >  63834 Len=318"
"37681","54.142646","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"37687","54.148356","192.207.0.2","192.168.0.69","UDP","282","7329  >  63834 Len=240"
"37709","54.181880","192.207.0.2","192.168.0.69","UDP","376","7329  >  63834 Len=334"
"37731","54.214650","192.207.0.2","192.168.0.69","UDP","84","7329  >  63834 Len=42"
"37752","54.248601","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"37753","54.249125","192.207.0.2","192.168.0.69","UDP","672","7329  >  63834 Len=630"
"37779","54.282570","192.207.0.2","192.168.0.69","UDP","328","7329  >  63834 Len=286"
"37802","54.312565","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"37805","54.315698","192.207.0.2","192.168.0.69","UDP","141","7329  >  63834 Len=99"
"37823","54.340611","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"37830","54.348861","192.207.0.2","192.168.0.69","UDP","84","7329  >  63834 Len=42"
"37858","54.389106","192.207.0.2","192.168.0.69","UDP","456","7329  >  63834 Len=414"
"37874","54.411502","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"37878","54.415564","192.207.0.2","192.168.0.69","UDP","113","7329  >  63834 Len=71"
"37898","54.443491","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"37903","54.450963","192.207.0.2","192.168.0.69","UDP","284","7329  >  63834 Len=242"
"37921","54.477561","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"37923","54.482162","192.207.0.2","192.168.0.69","UDP","209","7329  >  63834 Len=167"
"37941","54.510588","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"37944","54.515306","192.207.0.2","192.168.0.69","UDP","159","7329  >  63834 Len=117"
"37964","54.549343","192.207.0.2","192.168.0.69","UDP","113","7329  >  63834 Len=71"
"37973","54.555156","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"37986","54.576702","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"37991","54.582411","192.207.0.2","192.168.0.69","UDP","213","7329  >  63834 Len=171"
"38004","54.615975","192.207.0.2","192.168.0.69","UDP","131","7329  >  63834 Len=89"
"38019","54.643629","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"38026","54.661579","192.207.0.2","192.168.0.69","UDP","470","7329  >  63834 Len=428"
"38037","54.676936","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"38039","54.682424","192.207.0.2","192.168.0.69","UDP","232","7329  >  63834 Len=190"
"38056","54.708101","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"38058","54.718875","192.207.0.2","192.168.0.69","UDP","205","7329  >  63834 Len=163"
"38077","54.746632","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"38078","54.750047","192.207.0.2","192.168.0.69","UDP","121","7329  >  63834 Len=79"
"38095","54.783076","192.207.0.2","192.168.0.69","UDP","232","7329  >  63834 Len=190"
"38098","54.783722","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"38115","54.817019","192.207.0.2","192.168.0.69","UDP","205","7329  >  63834 Len=163"
"38123","54.827762","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"38134","54.844804","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"38135","54.850914","192.207.0.2","192.168.0.69","UDP","227","7329  >  63834 Len=185"
"38155","54.883078","192.207.0.2","192.168.0.69","UDP","107","7329  >  63834 Len=65"
"38157","54.883469","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"38167","54.909157","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"38178","54.931956","192.207.0.2","192.168.0.69","UDP","503","7329  >  63834 Len=461"
"38190","54.946119","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"38193","54.949915","192.207.0.2","192.168.0.69","UDP","92","7329  >  63834 Len=50"
"38205","54.979548","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"38207","54.983344","192.207.0.2","192.168.0.69","UDP","186","7329  >  63834 Len=144"
"38217","55.016240","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"38218","55.016622","192.207.0.2","192.168.0.69","UDP","129","7329  >  63834 Len=87"
"38230","55.041934","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"38232","55.050188","192.207.0.2","192.168.0.69","UDP","130","7329  >  63834 Len=88"
"38244","55.083613","192.207.0.2","192.168.0.69","UDP","177","7329  >  63834 Len=135"
"38248","55.091476","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"38256","55.110877","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"38258","55.117545","192.207.0.2","192.168.0.69","UDP","517","7329  >  63834 Len=475"
"38274","55.143915","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"38276","55.150984","192.207.0.2","192.168.0.69","UDP","236","7329  >  63834 Len=194"
"38301","55.199064","192.207.0.2","192.168.0.69","UDP","417","7329  >  63834 Len=375"
"38314","55.217019","192.207.0.2","192.168.0.69","UDP","82","7329  >  63834 Len=40"
"38336","55.244817","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"38339","55.250707","192.207.0.2","192.168.0.69","UDP","110","7329  >  63834 Len=68"
"38370","55.279562","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"38373","55.283996","192.207.0.2","192.168.0.69","UDP","222","7329  >  63834 Len=180"
"38393","55.312569","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"38395","55.317679","192.207.0.2","192.168.0.69","UDP","192","7329  >  63834 Len=150"
"38413","55.350978","192.207.0.2","192.168.0.69","UDP","84","7329  >  63834 Len=42"
"38422","55.361449","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"38433","55.378885","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"38436","55.385964","192.207.0.2","192.168.0.69","UDP","437","7329  >  63834 Len=395"
"38450","55.410350","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"38452","55.417298","192.207.0.2","192.168.0.69","UDP","84","7329  >  63834 Len=42"
"38471","55.442581","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"38480","55.457650","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"38484","55.463958","192.207.0.2","192.168.0.69","UDP","404","7329  >  63834 Len=362"
"38492","55.480860","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"38494","55.484008","192.207.0.2","192.168.0.69","UDP","208","7329  >  63834 Len=166"
"38510","55.519550","192.207.0.2","192.168.0.69","UDP","247","7329  >  63834 Len=205"
"38530","55.549146","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"38531","55.551230","192.207.0.2","192.168.0.69","UDP","84","7329  >  63834 Len=42"
"38547","55.576795","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"38550","55.585474","192.207.0.2","192.168.0.69","UDP","113","7329  >  63834 Len=71"
"38558","55.594605","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"38573","55.618133","192.207.0.2","192.168.0.69","UDP","236","7329  >  63834 Len=194"
"38581","55.627507","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"38589","55.643378","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"38593","55.653805","192.207.0.2","192.168.0.69","UDP","625","7329  >  63834 Len=583"
"38605","55.680225","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"38607","55.684789","192.207.0.2","192.168.0.69","UDP","324","7329  >  63834 Len=282"
"38630","55.731072","192.207.0.2","192.168.0.69","UDP","331","7329  >  63834 Len=289"
"38643","55.751361","192.207.0.2","192.168.0.69","UDP","102","7329  >  63834 Len=60"
"38644","55.751361","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"38657","55.766302","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"38665","55.779425","192.207.0.2","192.168.0.69","UDP","87","7329  >  63834 Len=45"
"38668","55.780334","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"38674","55.785310","192.207.0.2","192.168.0.69","UDP","684","7329  >  63834 Len=642"
"38694","55.814543","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"38697","55.817939","192.207.0.2","192.168.0.69","UDP","84","7329  >  63834 Len=42"
"38713","55.845597","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"38715","55.852546","192.207.0.2","192.168.0.69","UDP","126","7329  >  63834 Len=84"
"38735","55.884927","192.207.0.2","192.168.0.69","UDP","194","7329  >  63834 Len=152"
"38738","55.890034","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"38757","55.919265","192.207.0.2","192.168.0.69","UDP","183","7329  >  63834 Len=141"
"38774","55.944607","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"38778","55.955430","192.207.0.2","192.168.0.69","UDP","307","7329  >  63834 Len=265"
"38797","55.992961","192.207.0.2","192.168.0.69","UDP","507","7329  >  63834 Len=465"
"38811","56.011559","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"38832","56.047050","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"38835","56.052629","192.207.0.2","192.168.0.69","UDP","156","7329  >  63834 Len=114"
"38852","56.085447","192.207.0.2","192.168.0.69","UDP","222","7329  >  63834 Len=180"
"38873","56.118743","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"38874","56.121184","192.207.0.2","192.168.0.69","UDP","199","7329  >  63834 Len=157"
"38897","56.151899","192.207.0.2","192.168.0.69","UDP","171","7329  >  63834 Len=129"
"38921","56.186241","192.207.0.2","192.168.0.69","UDP","520","7329  >  63834 Len=478"
"39007","56.215332","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"39008","56.218599","192.207.0.2","192.168.0.69","UDP","160","7329  >  63834 Len=118"
"39033","56.250470","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"39040","56.260155","192.207.0.2","192.168.0.69","UDP","206","7329  >  63834 Len=164"
"39055","56.283768","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"39056","56.285448","192.207.0.2","192.168.0.69","UDP","283","7329  >  63834 Len=241"
"39074","56.314165","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"39075","56.320464","192.207.0.2","192.168.0.69","UDP","168","7329  >  63834 Len=126"
"39090","56.346788","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"39096","56.355566","192.207.0.2","192.168.0.69","UDP","199","7329  >  63834 Len=157"
"39110","56.380471","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"39112","56.386797","192.207.0.2","192.168.0.69","UDP","187","7329  >  63834 Len=145"
"39129","56.419391","192.207.0.2","192.168.0.69","UDP","158","7329  >  63834 Len=116"
"39133","56.423718","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"39146","56.448629","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"39149","56.454384","192.207.0.2","192.168.0.69","UDP","173","7329  >  63834 Len=131"
"39162","56.483631","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"39164","56.485710","192.207.0.2","192.168.0.69","UDP","120","7329  >  63834 Len=78"
"39185","56.520199","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"39193","56.531471","192.207.0.2","192.168.0.69","UDP","455","7329  >  63834 Len=413"
"39209","56.550328","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"39215","56.555737","192.207.0.2","192.168.0.69","UDP","155","7329  >  63834 Len=113"
"39231","56.579825","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"39234","56.587350","192.207.0.2","192.168.0.69","UDP","289","7329  >  63834 Len=247"
"39254","56.620055","192.207.0.2","192.168.0.69","UDP","126","7329  >  63834 Len=84"
"39272","56.648360","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"39278","56.654778","192.207.0.2","192.168.0.69","UDP","536","7329  >  63834 Len=494"
"39302","56.687149","192.207.0.2","192.168.0.69","UDP","227","7329  >  63834 Len=185"
"39310","56.698822","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"39323","56.718114","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"39328","56.721882","192.207.0.2","192.168.0.69","UDP","347","7329  >  63834 Len=305"
"39349","56.752158","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"39351","56.753843","192.207.0.2","192.168.0.69","UDP","167","7329  >  63834 Len=125"
"39372","56.784019","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"39378","56.794901","192.207.0.2","192.168.0.69","UDP","427","7329  >  63834 Len=385"
"39387","56.819281","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"39389","56.820392","192.207.0.2","192.168.0.69","UDP","185","7329  >  63834 Len=143"
"39401","56.852046","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"39404","56.854657","192.207.0.2","192.168.0.69","UDP","223","7329  >  63834 Len=181"
"39421","56.887748","192.207.0.2","192.168.0.69","UDP","243","7329  >  63834 Len=201"
"39438","56.916547","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
